source,target,note,level,match_mode,context
solid rocket motor,固体火箭发动机,规范译名,canonical,case_insensitive,航天·运载器
spacecraft,航天器,规范译名,canonical,case_insensitive,航天·航天器总体
satellite,卫星,航天器语境,canonical,case_insensitive,航天·航天器总体
space probe,空间探测器,规范译名,canonical,case_insensitive,航天·深空探测
orbiter,轨道器,空间探测任务语境,canonical,case_insensitive,航天·深空探测
lander,着陆器,空间探测任务语境,canonical,case_insensitive,航天·深空探测
rover,巡视器,星面移动探测语境,canonical,case_insensitive,航天·深空探测
service module,服务舱,载人航天器语境,canonical,case_insensitive,航天·航天器总体
command module,指令舱,载人航天器语境,canonical,case_insensitive,航天·航天器总体
attitude control,姿态控制,规范译名,canonical,case_insensitive,航天·制导导航控制
reaction wheel,反作用飞轮,航天器姿态控制执行机构,canonical,case_insensitive,航天·制导导航控制
control moment gyroscope,控制力矩陀螺,航天器姿态控制执行机构,canonical,case_insensitive,航天·制导导航控制
star tracker,星敏感器,航天器姿态测量设备,canonical,case_insensitive,航天·制导导航控制
Sun sensor,太阳敏感器,航天器姿态测量设备,canonical,case_insensitive,航天·制导导航控制
Earth sensor,地球敏感器,航天器姿态测量设备,canonical,case_insensitive,航天·制导导航控制
magnetorquer,磁力矩器,航天器姿态控制执行机构,canonical,case_insensitive,航天·制导导航控制
orbital maneuvering system,轨道机动系统,规范译名,canonical,case_insensitive,航天·推进
chemical propulsion,化学推进,规范译名,canonical,case_insensitive,航天·推进
electric propulsion,电推进,规范译名,canonical,case_insensitive,航天·推进
Hall-effect thruster,霍尔效应推力器,规范译名,canonical,exact,航天·推进
ion thruster,离子推力器,规范译名,canonical,case_insensitive,航天·推进
solar array,太阳电池阵,航天器电源语境,canonical,case_insensitive,航天·电源
spacecraft battery,航天器蓄电池,消除通用电池歧义,canonical,case_insensitive,航天·电源
telemetry,遥测,航天测控语境,canonical,case_insensitive,航天·测控通信
telecommand,遥控指令,航天测控语境,canonical,case_insensitive,航天·测控通信
spacecraft tracking,航天器跟踪,航天测控语境,canonical,case_insensitive,航天·测控通信
launch window,发射窗口,规范译名,canonical,case_insensitive,航天·任务运行
mission control center,任务控制中心,规范译名,canonical,case_insensitive,航天·任务运行
deep space network,深空网,深空测控通信网络,canonical,case_insensitive,航天·任务运行
extravehicular activity,舱外活动,规范译名,canonical,case_insensitive,航天·载人航天
microgravity,微重力,规范译名,canonical,case_insensitive,航天·空间环境
space debris,空间碎片,规范译名,canonical,case_insensitive,航天·空间环境
space weather,空间天气,规范译名,canonical,case_insensitive,航天·空间环境
radiation belt,辐射带,空间环境语境,canonical,case_insensitive,航天·空间环境
remote sensing,遥感,规范译名,canonical,case_insensitive,航天·航天遥感
synthetic aperture radar,合成孔径雷达,规范译名,canonical,case_insensitive,航天·航天遥感
kinematics,运动学,规范译名,canonical,case_insensitive,力学·理论力学
dynamics,动力学,力学学科语境,canonical,case_insensitive,力学·理论力学
statics,静力学,规范译名,canonical,case_insensitive,力学·理论力学
degree of freedom,自由度,规范译名,canonical,case_insensitive,力学·理论力学
generalized coordinate,广义坐标,规范译名,canonical,case_insensitive,力学·分析力学
virtual displacement,虚位移,规范译名,canonical,case_insensitive,力学·分析力学
principle of virtual work,虚功原理,规范译名,canonical,case_insensitive,力学·分析力学
D'Alembert principle,达朗贝尔原理,人名原理,canonical,exact,力学·分析力学
Hamilton's principle,哈密顿原理,人名原理,canonical,exact,力学·分析力学
Lagrange equations,拉格朗日方程,人名方程,canonical,exact,力学·分析力学
continuum mechanics,连续介质力学,规范译名,canonical,case_insensitive,力学·连续介质力学
deformation gradient,变形梯度,规范译名,canonical,case_insensitive,力学·连续介质力学
strain tensor,应变张量,规范译名,canonical,case_insensitive,力学·连续介质力学
stress tensor,应力张量,规范译名,canonical,case_insensitive,力学·连续介质力学
Cauchy stress,柯西应力,人名术语,canonical,exact,力学·连续介质力学
constitutive equation,本构方程,规范译名,canonical,case_insensitive,力学·连续介质力学
material derivative,物质导数,规范译名,canonical,case_insensitive,力学·连续介质力学
mass conservation,质量守恒,规范译名,canonical,case_insensitive,力学·连续介质力学
linear momentum balance,线动量平衡,规范译名,canonical,case_insensitive,力学·连续介质力学
elasticity,弹性,材料性质语境,canonical,case_insensitive,力学·固体力学
plasticity,塑性,材料性质语境,canonical,case_insensitive,力学·固体力学
viscoelasticity,黏弹性,规范译名,canonical,case_insensitive,力学·固体力学
anisotropic material,各向异性材料,规范译名,canonical,case_insensitive,力学·固体力学
Young's modulus,杨氏模量,人名术语,canonical,exact,力学·材料力学
Poisson's ratio,泊松比,人名术语,canonical,exact,力学·材料力学
shear modulus,剪切模量,规范译名,canonical,case_insensitive,力学·材料力学
yield stress,屈服应力,规范译名,canonical,case_insensitive,力学·材料力学
creep,蠕变,材料时变变形语境,canonical,case_insensitive,力学·材料力学
residual stress,残余应力,规范译名,canonical,case_insensitive,力学·材料力学
fluid mechanics,流体力学,规范译名,canonical,case_insensitive,力学·流体力学
fluid dynamics,流体动力学,规范译名,canonical,case_insensitive,力学·流体力学
viscosity,黏度,规范译名,canonical,case_insensitive,力学·流体力学
Newtonian fluid,牛顿流体,人名术语,canonical,exact,力学·流体力学
incompressible flow,不可压缩流动,规范译名,canonical,case_insensitive,力学·流体力学
compressible flow,可压缩流动,规范译名,canonical,case_insensitive,力学·流体力学
Navier-Stokes equations,纳维-斯托克斯方程,人名方程,canonical,exact,力学·流体力学
vorticity,涡量,规范译名,canonical,case_insensitive,力学·流体力学
structural mechanics,结构力学,规范译名,canonical,case_insensitive,力学·结构力学
beam,梁,结构构件语境,canonical,case_insensitive,力学·结构力学
plate,板,结构构件语境,canonical,case_insensitive,力学·结构力学
shell,壳,结构构件语境,canonical,case_insensitive,力学·结构力学
truss,桁架,结构体系语境,canonical,case_insensitive,力学·结构力学
buckling,屈曲,结构稳定语境,canonical,case_insensitive,力学·结构力学
bending moment,弯矩,规范译名,canonical,case_insensitive,力学·结构力学
fracture mechanics,断裂力学,规范译名,canonical,case_insensitive,力学·断裂与疲劳
stress intensity factor,应力强度因子,规范译名,canonical,case_insensitive,力学·断裂与疲劳
fracture toughness,断裂韧度,规范译名,canonical,case_insensitive,力学·断裂与疲劳
energy release rate,能量释放率,断裂力学语境,canonical,case_insensitive,力学·断裂与疲劳
J-integral,J积分,保留大写J,canonical,exact,力学·断裂与疲劳
fatigue life,疲劳寿命,规范译名,canonical,case_insensitive,力学·断裂与疲劳
fatigue crack growth,疲劳裂纹扩展,规范译名,canonical,case_insensitive,力学·断裂与疲劳
vibration,振动,规范译名,canonical,case_insensitive,力学·振动与波动
free vibration,自由振动,规范译名,canonical,case_insensitive,力学·振动与波动
forced vibration,受迫振动,规范译名,canonical,case_insensitive,力学·振动与波动
damping ratio,阻尼比,规范译名,canonical,case_insensitive,力学·振动与波动
resonance,共振,规范译名,canonical,case_insensitive,力学·振动与波动
natural frequency,固有频率,规范译名,canonical,case_insensitive,力学·振动与波动
mode shape,振型,规范译名,canonical,case_insensitive,力学·振动与波动
wave equation,波动方程,规范译名,canonical,case_insensitive,力学·振动与波动
computational mechanics,计算力学,规范译名,canonical,case_insensitive,力学·计算力学
finite element method,有限元法,规范译名,canonical,case_insensitive,力学·计算力学
finite difference method,有限差分法,规范译名,canonical,case_insensitive,力学·计算力学
boundary element method,边界元法,规范译名,canonical,case_insensitive,力学·计算力学
finite volume method,有限体积法,规范译名,canonical,case_insensitive,力学·计算力学
meshfree method,无网格法,规范译名,canonical,case_insensitive,力学·计算力学
